College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
"Khallikote University -[KUB], Berhampur ",Orissa,Science,"24,700","51,100",8.6,8.6,8.1,8.7,9,8.2,8.7,,600000,,,
"D.R. Nayapalli College, Bhubaneswar ",Orissa,Science,--,--,8.3,7.8,8.5,9,7.5,7.5,9.3,,1100000,,,
Satwik Institute Of Professional Studies ,Orissa,Science,--,--,--,--,--,--,--,--,--,,1200000,,,
Birla Global University ,Orissa,Science,"1,28,000",--,8.3,8.8,8.1,7.8,8.8,8.1,8.4,,700000,,,
Centurion University of Technology and Management ,Orissa,Science,"50,000","1,00,000",8.1,8.3,7.6,8.5,8.4,7.4,8.5,,1200000,,,
International Institute of Information Technology ,Orissa,Science,"80,000",--,7.7,8,6.9,7.6,7.8,7.7,8.2,,1000000,,,
Attitude Business School ,Orissa,Science,--,--,--,--,--,--,--,--,--,,600000,,,
"Indira Gandhi Institute of Technology- [IGIT], Dhenkanal ",Orissa,Science,--,--,7.8,8,8.3,7.9,7.7,6.7,8.4,,1000000,,,
Silicon Institute of Technology ,Orissa,Science,"2,70,000",--,7.7,8.5,7,8.1,7.3,7.7,7.5,,400000,,,
National Institute of Science and Technology ,Orissa,Science,--,--,7.9,8.2,7.1,8.1,8.1,7.8,7.9,,600000,,,
College of Engineering and Technology ,Orissa,Science,"1,20,000","48,000",7.7,8,7.6,7.6,7.1,7.9,8.1,,900000,,,
Indian Institute of Technology ,Uttarakhand,Science,"21,500","28,500",8.4,8.5,7.6,7.9,9,8.6,8.9,,700000,,,
Govind Ballabh Pant University of Agriculture and ,Uttarakhand,Science,"49,108","41,736",7.3,8,7.6,7.4,7.7,6,6.8,,1000000,,,
Greenway Institute of Management Studies ,Uttarakhand,Science,--,--,6.1,7,5.5,6.5,6.5,4,7,,600000,,,
"Graphic Era University, School of Engineering and ",Uttarakhand,Science,"92,900",--,8.2,8.3,7.7,8,8.6,8.8,8,,400000,,,
Doon Business School ,Uttarakhand,Science,"1,12,000",--,7.6,8,7,8.1,7.4,7.4,7.7,,1200000,,,
"College of Technology, GB Pant University of ",Uttarakhand,Science,"46,056","46,056",7,7.1,6.7,6.9,7.3,6,7.7,,900000,,,
University of Petroleum and Energy Studies ,Uttarakhand,Science,"3,36,500","3,69,500",8.1,8.1,7.8,7.9,8.6,7.7,8.2,,1100000,,,
"Institute of Media Management , Technology & ",Uttarakhand,Science,"65,000",--,--,--,--,--,--,--,--,,600000,,,
"Bishamber Sahai Degree College, Roorkee ",Uttarakhand,Science,--,--,--,--,--,--,--,--,--,,1100000,,,
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Science,"75,000","55,000",7.7,8.4,6.5,7.9,7.8,6.7,8.6,,500000,,,
Forest Research Institute ,Uttarakhand,Science,"65,100",--,7.7,8,8,8,7.7,6.8,7.7,,700000,,,
Wildlife Institute of India ,Uttarakhand,Science,"5,32,800","11,00,000",9.1,9.5,9.3,9.1,9,8.6,9.2,,600000,,,
"Doon University, Dehradun ",Uttarakhand,Science,"41,750","47,750",7.2,7.3,7,7.3,7.9,6.3,7.6,,1300000,,,
Doon Post Graduate College of Agriculture Science ,Uttarakhand,Science,"70,000","70,000",6.7,7.5,6.4,7.6,7,4.9,6.8,,400000,,,
DIT University ,Uttarakhand,Science,"80,000","1,80,000",7.8,7.9,7.6,7.6,8.4,7.4,8,,1000000,,,
"Patanjali University, Haridwar ",Uttarakhand,Science,"42,000","35,900",8.2,8.4,8.3,8.4,8.4,7.8,8.1,,1400000,,,
"MotherHood University, Roorkee ",Uttarakhand,Science,"62,650","1,05,000",8,8.3,7.9,7.6,8,8,8.3,,1300000,,,
"Uttaranchal University, Dehradun ",Uttarakhand,Science,"90,200","90,200",7.5,7.8,6.8,7.7,8.6,6.5,7.5,,500000,,,
Graphic Era University ,Uttarakhand,Science,"1,21,700","1,06,000",8.3,8.2,7.9,8.4,8.6,8.1,8.4,,700000,,,
Swami Rama Himalayan University ,Uttarakhand,Science,"1,23,500","1,05,500",7,7.1,6.6,6.9,7.4,7.1,6.7,,1200000,,,
Graphic Era Hill University ,Uttarakhand,Science,"1,26,600","66,390",8.1,7.9,7.8,8.1,8.4,7.7,8.4,,900000,,,
Shri Guru Ram Rai University ,Uttarakhand,Science,"50,000","74,385",7.6,7.8,7.1,7.9,7.9,7.3,7.7,,1100000,,,
"ICFAI University, Dehradun ",Uttarakhand,Science,"2,40,000","2,56,800",7.8,8.2,7.5,8.2,7.4,7.3,7.9,,500000,,,
Himgiri Zee University ,Uttarakhand,Science,"1,25,000","90,000",7.9,8.5,5.5,9,8,7.7,8.8,,1000000,,,
UPES Centre for Continuing Education ,Uttarakhand,Science,"78,500",--,7.9,8.7,8,8,8,7.3,7.3,,900000,,,
Roorkee Institute of Technology ,Uttarakhand,Science,"60,000",--,8.5,8.5,8.5,8.6,8.7,8.4,8.5,,1200000,,,
Roorkee College of Engineering ,Uttarakhand,Science,"69,200",--,9.4,9.3,9.2,9.4,9.4,9.3,9.5,,1000000,,,
Indian Institute of Aeronautical Engineering ,Uttarakhand,Science,"3,00,000",--,8.3,7.5,8.5,8.5,9,8,8,,400000,,,
"Loyola College, Chennai ",Tamil nadu,Commerce,"12,650","11,580",8.6,8.7,8.2,8.3,8.9,8.4,8.8,,1100000,,,
Madras Christian College ,Tamil nadu,Commerce,"6,000",--,8.6,8.5,7.9,8.6,8.7,8.4,9.2,,1400000,,,
"Stella Maris College, Chennai ",Tamil nadu,Commerce,"29,645","20,000",8.2,8.8,7.5,8.6,8.4,7.6,8.5,,1300000,,,
"Ethiraj College for Women, Chennai ",Tamil nadu,Commerce,"76,000",--,8.1,8.5,7.3,8.2,7.9,7.9,8.6,,600000,,,
Women's Christian College ,Tamil nadu,Commerce,"79,084","1,200",8.7,9,7.9,8.8,9.1,8.5,8.9,,500000,,,
"M.O.P. Vaishnav College for Women, Chennai ",Tamil nadu,Commerce,--,--,8.5,8.7,8.1,8.7,8.4,8.3,9,,600000,,,
"Sri Krishna Arts and Science College, Coimbatore ",Tamil nadu,Commerce,"9,000",--,8.5,8.6,7.8,8.6,8.9,8.7,8.5,,1400000,,,
"Guru Nanak College, Chennai ",Tamil nadu,Commerce,"9,500","11,450",7.9,8.2,7.1,8,8.4,7.3,8.5,,900000,,,
"Sri Ramakrishna College of Arts and Science, ",Tamil nadu,Commerce,"62,000","82,000",8.2,8.2,7.3,8.7,7.7,8.2,8.8,,600000,,,
Dr. SNS Rajalakshmi College of Arts and ,Tamil nadu,Commerce,"51,000","33,000",8,8.3,7,8,8.3,8.4,7.7,,1300000,,,
"Presidency College, Chennai ",Tamil nadu,Commerce,"1,250","2,215",8.2,8.8,7.3,8.9,8.1,7.6,8.6,,800000,,,
Vellore Institute of Technology ,Tamil nadu,Commerce,"57,000",--,8.3,8.3,8,7.8,8.9,8.5,8.5,,900000,,,
"PSG College of Arts and Science, Coimbatore ",Tamil nadu,Commerce,"56,850","10,000",8.3,8.5,7.9,8.2,8.5,8.2,8.7,,1100000,,,
"PSGR Krishnammal College for Women, Coimbatore ",Tamil nadu,Commerce,"1,411",--,8.8,9.1,8.3,8.6,8.9,8.7,9,,1000000,,,
"Scott Christian College, Nagercoil ",Tamil nadu,Commerce,--,--,8.4,8.3,8,8.7,8.8,7.9,8.4,,1400000,,,
"Government Arts College (Autonomous), Coimbatore ",Tamil nadu,Commerce,"1,355","1,135",7.7,8.8,6.7,8.5,7.4,6.3,8.6,,1100000,,,
SRM Institute of Technology ,Tamil nadu,Commerce,"1,35,000","35,000",8,8,7.1,7.6,8.7,8.2,8.6,,600000,,,
"Thiagarajar College, Madurai ",Tamil nadu,Commerce,"44,170","28,995",7.5,7.9,7.1,8,7.1,7.2,7.9,,700000,,,
"St. Joseph's College, Tiruchirappalli ",Tamil nadu,Commerce,"14,270","9,790",8.6,9.1,7.9,8.7,9.1,8,8.8,,900000,,,
Annamalai University ,Tamil nadu,Commerce,"7,195","10,195",7.4,8.1,6.7,8,7.9,6.5,7.2,,1400000,,,
"Queen Mary's College, Chennai ",Tamil nadu,Commerce,"1,512",592,7.6,7.9,6.9,8.3,6.8,7.6,8.2,,1000000,,,
Bishop Heber College ,Tamil nadu,Commerce,"79,170","55,140",8.3,8.5,7.8,8.2,8.9,8.1,8.4,,1200000,,,
"Kongunadu Arts and Science College, Coimbatore ",Tamil nadu,Commerce,"52,000","35,000",7.3,8,6.7,8.3,7.3,6.3,7,,400000,,,
"CMS College of Science and Commerce, Coimbatore ",Tamil nadu,Commerce,"50,000",--,8.2,8.3,7.4,8.1,8.5,8,8.7,,1100000,,,
Jamal Mohamed College ,Tamil nadu,Commerce,"16,200","12,000",8.5,8.8,8.1,8.5,8.6,8.4,8.6,,1100000,,,
Sri Ramakrishna Mission Vidyalaya College of Arts ,Tamil nadu,Commerce,"20,000","20,590",8.6,8.8,7.7,8.9,9,8.1,8.9,,900000,,,
"SASTRA University, Thanjavur ",Tamil nadu,Commerce,"47,000","54,750",8.1,8.5,7,8.2,8.3,8.7,8.1,,700000,,,
Virudhunagar Hindu Nadar's Senthikumara Nadar College ,Tamil nadu,Commerce,654,"15,915",8.5,9,8.3,8.4,8.8,7.9,8.6,,600000,,,
"Sathyabama Institute of Science and Technology, Chennai ",Tamil nadu,Commerce,"1,10,000",--,7.8,7.9,8.4,7.6,7.7,8,7.2,,1400000,,,
Dr. N.G.P. Arts and Science College ,Tamil nadu,Commerce,--,--,7.6,7.8,7.1,7.5,8.4,7.7,7,,600000,,,
"St. Xavier's College, Mumbai ",Maharashtra,Commerce,"5,537",--,8.2,8.7,7.3,8.3,8.8,7.6,8.7,,900000,,,
"Narsee Monjee College of Commerce and Economics, ",Maharashtra,Commerce,"35,000","32,000",8.3,8.7,7.5,8.4,8.5,7.8,8.6,,1100000,,,
"RA Podar College of Commerce and Economics, ",Maharashtra,Commerce,"40,900","12,600",7.7,8.8,6.8,8.1,7.4,7.1,8.2,,1000000,,,
"Symbiosis College of Arts and Commerce, Pune ",Maharashtra,Commerce,"19,100","40,511",8.3,8.8,7.5,8.6,7.7,8.2,8.9,,1400000,,,
"HR College of Commerce and Economics, Mumbai ",Maharashtra,Commerce,"18,162","14,722",7.9,8.6,7.2,8.3,6.4,8.5,8.6,,400000,,,
K J Somaiya College of Arts & ,Maharashtra,Commerce,"9,995","13,230",8.1,8.1,8.4,7.8,8.8,7,8.5,,1400000,,,
"Sydenham College of Commerce & Economics, Mumbai ",Maharashtra,Commerce,"5,415","8,165",7.8,8.2,7.2,8.1,7.2,7.7,8.4,,900000,,,
KPB Hinduja College of Commerce ,Maharashtra,Commerce,"14,831",--,7.3,7.7,6.6,8.3,6.8,6.2,8.2,,1000000,,,
"Mithibai College of Arts, Mumbai ",Maharashtra,Commerce,"95,000","35,000",8.5,8.5,8.3,8.4,8.9,7.6,9,,1000000,,,
Brihan Maharashtra College of Commerce ,Maharashtra,Commerce,"9,750","7,225",8.3,8.8,7.2,8.6,8.6,7.6,8.9,,1200000,,,
Kishinchand Chellaram College ,Maharashtra,Commerce,"9,535","32,920",8.3,8.6,7.9,8.5,8.4,7.4,8.7,,1400000,,,
"Mulund College of Commerce, Mumbai ",Maharashtra,Commerce,"18,850","12,365",7.7,8.4,6.9,8.6,7.1,7.2,7.9,,1400000,,,
B.K Birla College Of Arts Science & ,Maharashtra,Commerce,"12,950","11,715",7.6,8,6.5,8.1,8.1,6.6,8,,1300000,,,
Kelkar Education Trust's V.G. Vaze College of ,Maharashtra,Commerce,"20,366","16,552",8.4,8.9,7.8,8.7,8.7,7.7,8.7,,800000,,,
"St. Mira's College for Girls, Pune ",Maharashtra,Commerce,"19,350","4,000",6.9,7.2,6.1,8.3,6.8,5.6,7.2,,400000,,,
IIT Bombay ,Maharashtra,Commerce,"73,000",--,8.9,9.3,7.9,8.7,8.9,9.1,9.2,,500000,,,
D.G. Ruparel College of Arts Science and ,Maharashtra,Commerce,"5,805",--,7.9,8.3,7.5,8.1,8.6,6.8,8.2,,700000,,,
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Commerce,--,--,7.9,8.4,7,8,8.4,6.6,8.9,,800000,,,
Savitribai Phule Pune University ,Maharashtra,Commerce,--,--,7.6,8.1,7.1,7.9,7.9,6.8,7.5,,1200000,,,
Jai Hind College ,Maharashtra,Commerce,"5,330","14,947",8.5,8.5,8.3,8.5,8.4,7.8,9.2,,1400000,,,
"Sophia College for Women, Mumbai ",Maharashtra,Commerce,--,--,8.6,9.1,8.4,9.1,9.5,6.6,9,,400000,,,
Narsee Monjee Institute of Management Studies ,Maharashtra,Commerce,"2,02,000",--,8.1,8.4,7.6,8.5,8.1,7.9,8.2,,600000,,,
St Andrew's College of Arts Science and ,Maharashtra,Commerce,"19,087","16,125",8.2,8.4,7.2,8.3,8.6,7.6,8.8,,800000,,,
Modern College of Arts Science and Commerce ,Maharashtra,Commerce,--,--,7.5,8,6.6,8.3,7.3,6.9,7.6,,600000,,,
Mumbai University ,Maharashtra,Commerce,"3,680","21,720",7.2,7.6,6.5,7.9,7.4,6.6,7,,700000,,,
"Bharati Vidyapeeth New Law College -[NLC], Pune ",Maharashtra,Commerce,--,--,7.1,7.9,6.1,8,6.4,6.5,7.4,,600000,,,
Prin. L. N. Welingkar Institute of Management ,Maharashtra,Commerce,"12,300",--,8,8.4,7.4,8.4,8.2,7.8,7.9,,700000,,,
National Institute of Management ,Maharashtra,Commerce,"45,700","40,700",10,--,--,--,--,--,--,,400000,,,
"Wilson College, Mumbai ",Maharashtra,Commerce,"4,170",--,7.4,7.7,6.7,7.9,7.7,6.1,8.3,,1100000,,,
"Elphinstone College, Mumbai ",Maharashtra,Commerce,"3,995",--,7.5,8.1,6.8,7.9,7.9,6.5,8,,700000,,,
Banaras Hindu University ,Uttar pradesh,Commerce,"3,420","3,900",8.3,8.7,8.1,8.4,8.8,7.2,8.6,,1000000,,,
Aligarh Muslim University ,Uttar pradesh,Commerce,"9,285","84,845",8.3,8.8,7.9,8.5,8.8,7.2,8.6,,500000,,,
"Amity University, Noida ",Uttar pradesh,Commerce,"1,10,000","1,20,000",8.2,8,7.9,8.1,8.9,7.6,8.7,,500000,,,
"Amity University, Lucknow ",Uttar pradesh,Commerce,"84,000","1,30,000",8.1,8,7.6,8.1,8.8,7.1,8.8,,900000,,,
"Lloyd Law College, Greater Noida ",Uttar pradesh,Commerce,--,--,7.5,8.5,7.2,7.8,7.8,7.1,6.8,,500000,,,
Chaudhary Charan Singh University ,Uttar pradesh,Commerce,"26,500","1,366",6.4,6.6,6.1,7.3,6.6,4.9,6.6,,900000,,,
"National Post Graduate College, Lucknow ",Uttar pradesh,Commerce,"25,000","25,500",7.6,8.6,7.4,8.5,7.6,6.8,6.7,,1400000,,,
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Commerce,"52,000","42,000",7.2,7.6,6.6,7.5,7.5,6,7.9,,500000,,,
"IIMT College of Management, Greater Noida ",Uttar pradesh,Commerce,"59,500",--,8.4,8.7,8.1,9,8.3,7.7,8.4,,700000,,,
"INMANTEC Institutions, Ghaziabad ",Uttar pradesh,Commerce,"30,000",--,8.6,9.1,7.9,9.2,8.6,8.2,8.7,,1000000,,,
Ewing Christian College ,Uttar pradesh,Commerce,"35,000",--,7,8.2,5.7,7.9,7.5,5.1,7.8,,1100000,,,
Teerthanker Mahaveer University ,Uttar pradesh,Commerce,"79,900",--,8.1,8.3,7.6,8.2,8.7,7.3,8.3,,600000,,,
"Presidency College of Education and Technology, Meerut ",Uttar pradesh,Commerce,--,--,--,--,--,--,--,--,--,,1200000,,,
"Mewar Institute of Management, Ghaziabad ",Uttar pradesh,Commerce,"30,000",--,7.9,8.3,6.6,8.7,7.9,8.3,7.7,,500000,,,
Rajiv Academy for Technology and Management ,Uttar pradesh,Commerce,"50,000",--,8.6,9.4,8.1,9,8.1,8.5,8.5,,1100000,,,
Mangalayatan University ,Uttar pradesh,Commerce,"90,000","25,000",7.9,7.8,7.8,8.2,8.4,7.1,8.1,,1100000,,,
Modern College of Professional Studies ,Uttar pradesh,Commerce,"15,000",--,7.8,8.3,7.5,7.6,7.3,7.8,8,,700000,,,
Shri Ram Murti Smarak International Business School ,Uttar pradesh,Commerce,"25,500",--,9.5,9.5,9.6,9.4,9.6,9.4,9.2,,400000,,,
"Mangalayatan University, Institute of Business Management ",Uttar pradesh,Commerce,"25,000","90,000",8.1,9,7.7,8.3,8.3,7.8,7.7,,400000,,,
DAV College ,Uttar pradesh,Commerce,"4,500",--,6.7,7.5,5.6,7.3,7,5.8,7.1,,500000,,,
"Shobhit University, School of Business Studies, Meerut ",Uttar pradesh,Commerce,"46,200","46,200",9.2,9.3,9,9.3,9.3,9.3,--,,1200000,,,
Teerthanker Mahaveer Institute of Management and Technology ,Uttar pradesh,Commerce,"87,700",--,8,8.1,7.8,8,8.3,7.5,8.3,,500000,,,
Isabella Thoburn Degree College ,Uttar pradesh,Commerce,--,--,7.7,8.5,7.2,8.4,7.8,5.9,8.2,,500000,,,
Institute of Business Management ,Uttar pradesh,Commerce,"1,35,000","5,17,000",8.5,8.7,8.4,8.6,8.7,8.3,8.2,,900000,,,
"Sharda University, School of Business Studies ",Uttar pradesh,Commerce,"1,69,950","1,03,000",8.8,8.4,8,9.5,8.6,8.2,9.8,,1000000,,,
"Udai Pratap College, Varanasi ",Uttar pradesh,Commerce,"3,882","4,661",7.4,8.1,6.6,8.8,7.3,6.6,7,,1000000,,,
"Central Women's College of Education-[CWCE], Lucknow ",Uttar pradesh,Commerce,--,--,--,--,--,--,--,--,--,,1200000,,,
"R.B.D. Mahila Mahavidyalaya, Bijnor ",Uttar pradesh,Commerce,--,--,--,--,--,--,--,--,--,,900000,85,,
"Mahila Vidyalaya PG College, Lucknow ",Uttar pradesh,Commerce,"5,717",--,6.7,--,--,8,--,3,9,,1100000,93,,
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Commerce,"53,000","1,317",7.1,7.2,6.6,7.5,8,5.8,7.7,,1400000,89,,
Shri Ram College of Commerce ,Delhi ncr,Commerce,"15,000","29,400",8.8,9.1,7.7,9.1,8.9,8.9,9.1,,900000,90,,
Lady Shri Ram College for Women ,Delhi ncr,Commerce,"19,870",--,8.5,8.8,7.9,8.6,8.6,8,8.9,,500000,87,,
"Hindu College, New Delhi ",Delhi ncr,Commerce,"18,260","18,310",8.4,8.8,7.9,8.7,8.5,7.6,9,,400000,95,,
Hansraj College ,Delhi ncr,Commerce,"20,945","17,034",8.4,8.7,7.9,8.7,8.5,7.8,8.9,,800000,94,,
"Sri Venkateswara College, New Delhi ",Delhi ncr,Commerce,"12,405",--,8.3,8.7,7.8,8.5,8.2,7.9,8.8,,1200000,92,,
"Gargi College, New Delhi ",Delhi ncr,Commerce,"12,495",--,8.2,8.5,7.2,8.6,8,7.8,9,,1100000,99,,
Kirori Mal College ,Delhi ncr,Commerce,"13,745",--,8.2,8.7,7.6,8.6,7.9,7.3,8.9,,700000,91,,
Indraprastha College for Women ,Delhi ncr,Commerce,"28,100",--,8,8.8,7.6,8.2,8.8,7.1,7.5,,800000,85,,
Jesus and Mary College ,Delhi ncr,Commerce,"16,610",--,7.9,8.6,6.9,8.1,8.5,7.1,8.4,,800000,94,,
"Miranda House, New Delhi ",Delhi ncr,Commerce,"3,000",--,8.6,9.1,8.5,8.5,9.3,7.1,8.9,,900000,96,,
Atma Ram Sanatan Dharma College ,Delhi ncr,Commerce,"12,185","11,771",7.8,8.4,6.7,8.4,8,6.8,8.7,,600000,89,,
"Deen Dayal Upadhyaya College, New Delhi ",Delhi ncr,Commerce,"18,745",--,7.9,8.4,7.4,8.3,8.4,6.5,8.2,,800000,94,,
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Commerce,"7,200","7,200",8,8.4,7.6,8.3,8.4,7.2,8.2,,500000,93,,
"Kasturi Ram College of Higher Education, New ",Delhi ncr,Commerce,"55,500",--,7.1,7.6,5.6,8.3,6.9,6.4,7.5,,1300000,96,,
Sri Guru Tegh Bahadur Khalsa College ,Delhi ncr,Commerce,"26,965","18,954",7.8,8.2,7.2,8.2,8.1,6.8,8.3,,400000,95,,
"Jamia Hamdard University, New Delhi ",Delhi ncr,Commerce,"1,25,000",--,7.5,8.1,7.3,7.8,8.1,6.5,7.4,,1400000,96,,
Acharya Narendra Dev College ,Delhi ncr,Commerce,"7,965",--,7.8,8.9,6.5,8.7,7.3,7.1,8.1,,400000,90,,
Guru Gobind Singh Indraprastha University ,Delhi ncr,Commerce,"83,800",--,7.8,8.1,7.5,8,8.1,6.9,8.1,,1300000,92,,
Delhi University ,Delhi ncr,Commerce,"5,140",--,7.9,8.4,7.4,8.4,7.9,7.2,8.3,,1000000,94,,
Daulat Ram College ,Delhi ncr,Commerce,"16,890",--,7.9,8.4,7.4,8.5,7.5,7.2,8.4,,500000,85,,
"Maitreyi College, New Delhi ",Delhi ncr,Commerce,"6,980",--,7.8,8.3,6.8,8.3,8,6.8,8.3,,700000,94,,
"Ramjas College, New Delhi ",Delhi ncr,Commerce,"14,495","14,284",7.9,8.4,7.1,8.4,7.9,7,8.5,,800000,95,,
Shyam Lal College ,Delhi ncr,Commerce,"15,800",--,7.3,8.1,6.2,8,7.5,6.1,7.9,,1000000,91,,
Maharshi Dayanand University ,Delhi ncr,Commerce,"3,984","3,192",7.8,8,7.7,8,8.4,6.6,8,,500000,87,,
Delhi College of Arts and Commerce ,Delhi ncr,Commerce,"8,495",--,7.9,8.3,7.3,8.2,7.1,7.9,8.8,,900000,93,,
"Shivaji College, New Delhi ",Delhi ncr,Commerce,"19,850",--,7.8,8.2,6.8,8.3,8.1,6.8,8.3,,400000,90,,
Maharaja Agrasen College ,Delhi ncr,Commerce,"12,000",--,7.7,8.2,6.7,8.1,8.7,6.5,7.9,,1000000,89,,
"Amity University, Noida ",Delhi ncr,Commerce,"1,10,000","1,20,000",8.2,8,7.9,8.1,8.9,7.6,8.7,,1200000,92,,
"Department of Commerce, University of Delhi, New ",Delhi ncr,Commerce,"4,001","3,685",8.4,8.3,8.5,8.9,8.2,8.3,8,,800000,92,,
"Lloyd Law College, Greater Noida ",Delhi ncr,Commerce,--,--,7.5,8.5,7.2,7.8,7.8,7.1,6.8,,800000,96,,
Andhra Loyola College ,Andhra pradesh,Commerce,--,--,8,8.5,7.4,8.5,8.6,7,8.2,,700000,96,,
K L University ,Andhra pradesh,Commerce,"1,85,000","90,000",8.3,8.5,7.6,8.3,8.8,8.3,8.2,,600000,87,,
Sri Venkateswara University ,Andhra pradesh,Commerce,"8,510","9,900",8.1,7.9,8.3,8.2,7.9,7.7,8.4,,1200000,86,,
GITAM Institute of Management ,Andhra pradesh,Commerce,"1,40,000","80,000",8.5,8.6,7.3,8.8,9.2,8.4,8.7,,800000,99,,
Acharya Nagarjuna University ,Andhra pradesh,Commerce,"4,665","11,750",7.3,7.7,7,7.2,8,5.7,8.2,,1100000,86,,
"Silver Jubilee Government Degree College, Kurnool ",Andhra pradesh,Commerce,"5,291",--,7.7,8.3,6.1,9,7.7,7.1,7.9,,1200000,98,,
"TSR and TBK Degree and PG College, ",Andhra pradesh,Commerce,"22,500",--,7.7,8.3,6,8.8,8,6.8,8.5,,800000,89,,
"Dr. Lankapalli Bullayya College, Visakhapatnam ",Andhra pradesh,Commerce,--,--,8.2,8.7,7.5,8.6,9,6.8,8.3,,1300000,94,,
PVKN Govt Degree College ,Andhra pradesh,Commerce,"8,555",--,8.9,9.7,7.7,9,8.7,8.3,9.7,,1200000,96,,
Centurion University of Technology and Management ,Andhra pradesh,Commerce,"80,000",--,7.8,8,7.2,8.3,7.6,7.4,8.3,,500000,91,,
VIT University ,Andhra pradesh,Commerce,"1,53,000",--,8.2,8.3,7.9,8.3,8.1,8.4,8.1,,1200000,92,,
"SRM University, Amaravathi ",Andhra pradesh,Commerce,"16,000",--,8.7,8.7,8.1,9.2,9.2,8.4,8.4,,1400000,94,,
"Andhra University, College of Science & Technology, ",Andhra pradesh,Commerce,--,--,8,8.6,6.4,8.8,8.3,7.1,8.7,,700000,99,,
Siddartha Educational Academy Group of Institutions ,Andhra pradesh,Commerce,--,--,6.2,6.3,4.6,6.9,7.6,5.3,6.4,,900000,92,,
VIT-AP School of Business ,Andhra pradesh,Commerce,"1,53,000",--,8.1,8.8,8.3,8.3,7.8,7.8,7.8,,900000,97,,
Emeralds Degree and PG College ,Andhra pradesh,Commerce,"25,000",--,8.6,9.3,8.3,8.6,9.5,7,8.6,,900000,96,,
"AGL Degree and PG College, Visakhapatnam ",Andhra pradesh,Commerce,--,--,7.4,7.5,6,9,8,6,8,,500000,92,,
"Adoni Arts and Science College, Adoni ",Andhra pradesh,Commerce,--,--,8.2,8.5,7.3,8.5,8.3,7.8,8.7,,1000000,99,,
A.G & S.G Siddhartha Degree College of ,Andhra pradesh,Commerce,"3,714","15,500",8.5,8.9,7.6,8.9,8.4,8.4,8.8,,900000,94,,
Akkineni Nageswara Rao College ,Andhra pradesh,Commerce,"3,315","9,210",8.6,9,9,8.3,--,--,--,,1400000,96,,
"Andhra Muslim College of Arts and Science, ",Andhra pradesh,Commerce,--,--,--,--,--,--,--,--,--,,400000,95,,
"Annabattuni Satyanarayana Degree College, Guntur ",Andhra pradesh,Commerce,--,--,6.9,7.7,6,8,6.3,8.3,5,,500000,87,,
"Besant Theosophical College, Madanapalle ",Andhra pradesh,Commerce,"6,000","20,000",8.3,8.5,8.5,8.5,8,8,8.5,,1000000,98,,
Ch S D St Theresa's Atonomous College ,Andhra pradesh,Commerce,"12,000",--,--,--,--,--,--,--,--,,400000,95,,
Dantuluri Narayana Raju college ,Andhra pradesh,Commerce,"2,800","4,096",8.5,8.5,8.3,8.7,9.2,6.7,9.3,,400000,86,,
Duvvuru Ramanamma Women? College ,Andhra pradesh,Commerce,"15,000",--,--,--,--,--,--,--,--,,400000,97,,
Dharma Apparao College ,Andhra pradesh,Commerce,--,--,--,--,--,--,--,--,--,,1100000,88,,
"Dodla Kousalyamma Government College for Women, Nellore ",Andhra pradesh,Commerce,"4,840",--,--,--,--,--,--,--,--,,700000,99,,
Government Degree College (Men) ,Andhra pradesh,Commerce,--,--,7.8,8.5,5.5,--,--,--,--,,700000,85,,
"Christ University, Bangalore ",Karnataka,Commerce,"2,45,000","30,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8,,500000,87,,
St. Joseph's College of Commerce ,Karnataka,Commerce,"1,38,500","81,600",8.3,8.8,7,8.5,7.8,8.5,8.9,,1400000,95,,
Mount Carmel College ,Karnataka,Commerce,--,--,8.3,8.3,7.8,8.2,8.3,7.9,9.1,,1400000,93,,
Kristu Jayanti College ,Karnataka,Commerce,"70,000","80,000",8.4,8.9,7.7,8.4,8.9,8.1,8.5,,1400000,91,,
"NMKRV College for Women, Bangalore ",Karnataka,Commerce,"1,50,000","1,50,000",7.9,7.9,7.3,8.4,8.1,6.9,8.7,,400000,91,,
Manipal Academy of Higher Education ,Karnataka,Commerce,"1,64,000","59,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4,,1300000,85,,
St Joseph's College ,Karnataka,Commerce,"70,450","78,500",8.1,8.4,7.3,8.4,8.3,7.6,8.6,,1200000,91,,
"St. Aloysius College, Mangalore ",Karnataka,Commerce,"77,950","68,455",7.9,8.4,7.1,8.1,8.3,7.1,8.6,,1000000,94,,
T. A. Pai Management Institute ,Karnataka,Commerce,"7,55,000",--,8.5,8.5,8.4,8.8,8.6,8.7,7.8,,700000,91,,
"Alliance University, Bangalore ",Karnataka,Commerce,"6,00,000",--,8,8.2,7.2,8.2,8.8,7.6,8,,900000,88,,
